"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"KEY.MASK","","","","","","","D","","20","","Mask","L","","","","","","","","","","","","","","","","18","","","","","20L","","","","","","","","0","","","","","","","Mask to use when doing output of this field","","","","","","","","","","","","","","","TOOLKEYS","KEY_MASK","","0","1994-06-15","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLKEYS_SQL"
"KEY.PLACEMENT","","","","","","N","L","","3","IF NUM(EDITED.DATA),    THEN EDITED.DATA = INT(EDITED.DATA + 0), $VAL.POS.NUM","Field Number","R","","","","","","","N","0","N","N","","","","","","2","","","","MD0","3R","","","","","","","","0","","","","","","","The position of this element in its file (attribute #)","","","Field","","","","","","","","","","","","TOOLKEYS","KEY_PLACEMENT","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLKEYS_SQL"
"KEY.SIZE","","","","","","N","D","","3","$VAL.POS.NUM","Display Size","R","","","10","","","","N","0","N","N","","","","","","5","","","","MD0","3R","","","","","","","","0","","","","","","","The size to be used when displaying this element","","","Size","","","","","","","","","","","","TOOLKEYS","KEY_SIZE","","0","1994-04-28","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLKEYS_SQL"
"KEY.SOURCE","","","","","","","X","","8","$UC","","L","","","","","","","","","","","","","","FILE.KEY","LOGICAL.FILE.NAME","1","","","","","8L","","","","","","","","0","","","","","","S","Logical file name for which this element is a key","","","","","","","","","","","","","","","TOOLKEYS","KEY_SOURCE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLKEYS_SQL"
"KEY.USAGE.TYPE","","","","","","","D","","15","","DB Usage Type","L","","","D Data","","","","","","","","","","","","","4","","","","","15L","","","","","","","","1","","","","","","","The way this element is used in the database structure","","","","","","","","","","","","","","","TOOLKEYS","KEY_USAGE_TYPE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.DATABASE.USAGE.TYPES","1","TOOLKEYS_SQL"
"LAST.GENERATOR.USED","","","","","","","D","N","45","","Last Gen Version","L","","IF INDEX(OUTPUT.DATA, ""("", 1) THEN,    OUTPUT.DATA = FIELD(FIELD(OUTPUT.DATA, ""("", 2), "")"", 1), END ELSE,    X.VERSION.INDEX.POS = INDEX(OUTPUT.DATA, 'Version ', 1),    IF X.VERSION.INDEX.POS THEN,       OUTPUT.DATA = OUTPUT.DATA[(X.VERSION.INDEX.POS + 8), 99],    END ELSE,       OUTPUT.DATA = OUTPUT.DATA[9],    END, END","","N","","","","","","","","","","","","66","","","","","45L","","","","","","","","60","","","","","","","The ID of the last generator version used on this process","","","ENVISION(tm) Generator Used","","","","","","","","","","","","TOOLPDEF","LAST_GENERATOR_USED","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"LAST.KEY.ASSEMBLY.FIELD","","","","","","","D","N","28","","Last Key Assembly Field","L","","","PERSON.ID","N","","","","","","","","","","","","114","","","","","28L","","","","","","","","28","","","","","","","When a group of fields is needed to solicit information, from a user in order to issue the read of the primary, record, this field identifies the final field/varable in, that group.","","","","","","","","","","","","","","","TOOLPDEF","LAST_KEY_ASSEMBLY_FIELD","","0","1989-11-20","CONNIE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"LAST.TABLE.ELEMENT","","","","","","","A","N","28","","Last Table Element","L","","","","N","","","","","","","","WNDWTBL","D","","","195","","","","","28L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","LAST_TABLE_ELEMENT","","0","1996-08-28","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"LAST.WINDOW.ELEMENT","","","","","","","A","N","28","$UC","To Field Name","L","","","","N","","","","","","","","PRCSWNDW","D","","","7","","","","","28L","","","","","","","","0","","","","","","","Last field within the domain of a window","","","","","","","","","","","","","","","TOOLPDEF","LAST_WINDOW_ELEMENT","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"LOG.FILE.NAME","","","","","","","D","N","8","$UC","Transaction Log File","L","","","","N","","","","","","","","","","","","32","","","","","8L","","","","","","","","0","","","","","","","Name of file to log file changes into if TX logging wanted","","","","","","","","","","","","","","","TOOLFILE","LOG_FILE_NAME","","0","1987-10-09","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"LOGICAL.FILE.ALIAS","","","","","","","D","","12","$UC","","L","","","CHILD","","","","","","","","","","","","","60","","","","","12L","","","","","","","","12","","","","","","","Alias for prefix used in naming logical views from this, pointer field","","","","","","","","","","","","","","","TOOLCDD","LOGICAL_FILE_ALIAS","","0","1995-01-31","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLCDD_SQL"
"LOGICAL.FILE.NAME","","","","","","","K","N","8","$UC","Logical File Name LookUp","L","","","","N","","","","","","","","","","","","0","","","","","8L","","","","","","","","32","","","","","","","Name by which file will be known to CDD","","","","","","","","","","","","","","","TOOLFILE","LOGICAL_FILE_NAME","","0","1987-08-21","RGH","","","","","","","","N","A.FILE.ID","","CRNT.FILE.SPEC","","","","","","","","","","Logical File LookUp","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"LOGICAL.OPERATORS","","","","","","","A","N","3","","","L","","","","N","","","","","","","","VIEW.CONDITION","D","","","119","","","","","3L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLFILE","LOGICAL_OPERATORS","","0","1997-01-23","SLT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.LOGICAL.OPERATORSS","0","TOOLFILE_SQL"
"LONG.FILE.NAME","","","","","","","L","N","28","$UC","Long File Name","L","","","","N","","","","","","","","","","","","1","","","","","28L","","","","","","","","0","","","","","","","List of full (alternate) descriptive names of a file., VOC entries made from these as of ENV3.1","","","","","","","","","","","","","","","TOOLFILE","LONG_FILE_NAME","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"LOOKUP.PROMPT","","","","","","","D","","32","","","L","","","Element LookUp","","","","","","","","","","","","","59","","","","","32L","","","","","","","","60","","","","","","","Every key data element that has a LookUp PROMPT_WIDE, can have a text string defined here to use for the prompt.","","","","","","","","","","","","","","","TOOLCDD","LOOKUP_PROMPT","","0","1994-05-20","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLCDD_SQL"
"MANUALLY.EDITTED.VIEW","","","","","","","D","N","1","$YN","","L","","$YN","Y","N","","","","","","","","","","","","138","","","","","1L","","","","","","","","1","","","","","","","Flag to notify the View Builder program if a view has, been modified manually","","","","","","","","","","","","","","","TOOLFILE","","","0","1998-08-07","AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"MAX.REPORT.COLUMNS","","","","","","N","D","","3","$VAL.POS.NUM","[Maximum Columns]","R","","","132","","","","N","0","N","N","","","","","","3","","","","MD0","3R","","","","","","","","3","","","","","","","When an upper limit on the number of characters to be, placed on a report line is needed, this field will, enforce that limit. Leaving this field null will allow, the run-time report processor to elect the best choice.","","","Max Cols","","","","","","","","","","","","BPRCSDEF","MAX_REPORT_COLUMNS","","0","1989-04-07","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","BPRCSDEF_SQL"
"MAX.REPORT.LINES","","","","","","N","D","","3","$VAL.POS.NUM","[Max Lines]","R","","","66","","","","N","0","N","N","","","","","","2","","","","MD0","3R","","","","","","","","3","","","","","","","It is possible to force a page break after a certain, number of lines have been printed.  Use of this parameter, activates this service.  If null, the run-time report, processor will choose the most appropriate amount.","","","Max Lines","","","","","","","","","","","","BPRCSDEF","MAX_REPORT_LINES","","0","1989-04-07","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","BPRCSDEF_SQL"
"MAXIMUM.COMPOSIT.FIELD.SIZE","","","","","","N","D","N","6","","Maximum Composit Field Size","R","","","8192","N","","","N","0","N","N","","","","","","141","","","","MD0","6R","","","","","","","","9","","","","","","","This value is used in database tuning to enable better, memory utilzation when Unidata records are being built, from SQL tables.  Space is reserved for 20 rows of data, from each multivalued/associated field.  This figure, reserved an absolute number of bytes without reference, to row counts.","","","Max Fld Size","","","","","","","","","","","","TOOLFILE","","","0","1998-12-18","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"MAXIMUM.EXPECTED.ROW.SIZE","","","","","","N","D","N","5","","Maximum Expected Row Size","R","","","30","N","","","N","0","N","N","","","","","","142","","","","MD0","5R","","","","","","","","9","","","","","","","Alternate spec for stating the maximum component field, size.  This value is multiplied by the lengths of all, MV fields to derive a longest field size.  This is, used to fine tune memory requirements in converting, records between Unidata and SQL databases","","","Max Rows","","","","","","","","","","","","TOOLFILE","","","0","1998-12-18","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"MAXIMUM.STORAGE.SIZE","","","","","","N","D","","5","$VAL.POS.NUM","Internal Size","R","","","","N","","","N","0","Y","N","","","","","","3","","","","MD0","5R","","","","","","","","0","","","","","","","The maximum size this field should be when stored in a file","","","","","","","","","","","","","","","TOOLCDD","MAXIMUM_STORAGE_SIZE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLCDD_SQL"
"MDEF.UNRELEASED.FILE","","","","","","","K","","20","","","L","","","","","","","","","","","","","","","","0","","","","","20L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.UNRELEASED","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MDEF.UNRELEASED.RECORD","","","","","","","K","","40","","","L","","","","","","","","","","","","","","","","0","","","","","40L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.UNRELEASED","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MDEF.USER.ID","","","","","","","K","","30","","","L","","","","","","","","","","","","","","","","0","","","","","30L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.USER","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MDEFUNREL.MOVEINFO","","","","","","","L","","30","","","L","","","","","","","","","","","","","","","","1","","","","","30L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.UNRELEASED","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MDEFUNREL.MPRTINFO","","","","","","","L","","30","","","L","","","","","","","","","","","","","","","","2","","","","","30L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.UNRELEASED","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MDEFUSER.MPRTINFO","","","","","","","L","","20","","","L","","","","","","","","","","","","","","","","2","","","","","20L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.USER","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MDEFUSER.STATUS","","","","","","","D","","1","","","L","","","","","","","","","","","","","","","","1","","","","","1L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MDEF.USER","","","0","2002-05-14","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"MI.CALC.COL","","","","","","","L","","3","","","R","","","","","","","","","","","","","","","","26","","","","","3R","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MSP.INQ","MI_CALC_COL","","0","1994-02-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","MSP_INQ_SQL"
"MI.CALC.CONV","","","","","","","L","","10","","","L","","","","","","","","","","","","","","","","23","","","","","10L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MSP.INQ","MI_CALC_CONV","","0","1994-02-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","MSP_INQ_SQL"
"MI.CALC.FORMAT","","","","","","","L","","10","","","L","","","","","","","","","","","","","","","","24","","","","","10L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MSP.INQ","MI_CALC_FORMAT","","0","1994-02-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","MSP_INQ_SQL"
"MI.CALC.LINE","","","","","","","L","","3","","","R","","","","","","","","","","","","","","","","25","","","","","3R","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MSP.INQ","MI_CALC_LINE","","0","1994-02-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","MSP_INQ_SQL"
"MI.CALC.TABLE","","","","","","","L","","32","","","L","","","","","","","","","","","","","","","","22","","","","","32L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MSP.INQ","MI_CALC_TABLE","","0","1994-02-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","MSP_INQ_SQL"
"MI.FIELD.COL","","","","","","","A","","3","","","R","","","","","","","","","","","","MI.FIELDS","D","","","7","","","","","3R","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","MSP.INQ","MI_FIELD_COL","","0","1994-02-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","MSP_INQ_SQL"
