"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"PROCESS.TOTALS.ROLL.UP","","","N","A","N","2","Roll-up Level","2","N","","N","0","N","N","","PRPTOTLS","D","","","103","MD0","2R","2","This is an index which indicates which level a subtotal's, data should be summed prior to clearing.","Roll-up","TOOLPDEF","N","","2004-03-31","AGG","","","2020-06-01T17:13:41.732Z"
"PROCESS.TR.XREF","","","","L","N","6","","","N","","","","","","","","","","","48","","6L","0","List of TR's under which this process was developed","","TOOLPDEF","N","","1987-08-27","RGH","","","2020-06-01T17:13:42.045Z"
"PROCESS.TX.HOOK","","","","H","N","72","TX Hook","","N","","","","","","","","","","","229","","72L","0","Transaction to call after write records and end_proc","","TOOLPDEF","N","","2004-10-18","WEP","","","2020-06-01T17:13:41.342Z"
"PROCESS.TYPE","","","","D","N","1","Type","","N","","","","","","","","","","","1","","1L","0","Type of process (now always (S)creen)","Type","TOOLPDEF","N","$VR.PROCESS.TYPES","1987-08-27","RGH","","","2020-06-01T17:13:41.904Z"
"PROCESS.USER.INTERFACES","","","","L","N","35","User Interfaces","WEB","N","","","","","","","","","","","224","","35L","4","The Datatel user interfaces will be associated, to appropriate processes that can be run on specific, user interfaces.","","TOOLPDEF","N","$VR.DATATEL.USER.INTERFACES","2004-03-01","LLK","","","2020-06-01T17:13:41.342Z"
"PROCESS.USES.STANDARD.IO","","","","D","N","3","Force Full Record MIO I/O","","N","","","","","","","","","","","213","","3L","0","","","TOOLPDEF","N","","1999-06-08","RGH","","","2020-06-01T17:13:41.998Z"
"PROCESS.VALID.COMMANDS","","","","A","N","3","Forced Valid Commands","DE","N","","","","","","","PRCS.FLDS","D","","","133","","3L","3","Instead of specifying a valid command using the, INVALID.COMMAND.LIST, you may specify this info here.","","TOOLPDEF","N","$VR.COMMAND.EQUATES","1990-05-21","ALEX","","","2020-06-01T17:13:41.529Z"
"PROCESS.VAR.ALIAS.NAME","","","","A","N","10","BPV Alias","StudentId","N","","","","","","","PRCSVARS","","","","250","","10L","100","Used by Colleague Web Services to display a meaningful name when exposing , services to a 3rd-party client rather than the attribute name (i.e. , BPV.STUDENT.ID)","","TOOLPDEF","N","","2011-03-22","WEP","","","2020-06-01T17:13:41.623Z"
"PROCESS.VAR.DATA.TYPE","","","","A","N","1","DB Type","List","N","","","","","","","PRCSVARS","D","","","75","","1L","1","Process variables may be lists or data types.  Additionall, they may be associated with other variables (associations), or files (Q or X pointers).","","TOOLPDEF","Y","$VR.DATABASE.USAGE.TYPES","1988-08-10","RGH","","","2020-06-01T17:13:41.514Z"
"PROCESS.VAR.DESCS","","","","A","N","50","Description","Colleague ID of the student","N","","","","","","","PRCSVARS","","","","251","","50L","50","A short description of the process variable","","TOOLPDEF","N","","2011-03-22","WEP","","","2020-06-01T17:13:41.482Z"
"PROCESS.VAR.DIRECTION","","","","A","N","10","Direction","INOUT","N","","","","","","","PRCSVARS","","","","252","","10L","5","Used by Colleague Transactions to indicate whether data for the process element , should be sent into the Envision code, kept local, or be returned. This , controls whether the element will show up in the data contract of the Colleague , transaction and whether data will be serialized in/out of the AR.FVAR array of , the Envision code at runtime.","","TOOLPDEF","N","","2011-03-22","WEP","","","2020-06-01T17:13:41.670Z"
"PROCESS.VAR.FIELD.CONV","","","","A","N","8","Conversion","MD2","N","","","","","","","PRCSVARS","D","","","77","","8L","8","This is a conversion string used to declare the type, of the data in this field.","","TOOLPDEF","N","","1988-08-10","RGH","","","2020-06-01T17:13:41.811Z"
"PROCESS.VAR.IS.BOOLEAN","","","","A","N","3","Is Boolean","Y","N","","","","","","","PRCSVARS","","","","256","","3L","1","Indicates whether the process element's value is a Boolean.","","TOOLPDEF","N","","2011-05-26","GJVDM","","","2020-06-01T17:13:42.014Z"
"PROCESS.VAR.IS.URI","","","","A","N","3","Is Uri","Y","N","","","","","","","PRCSVARS","","","","258","","3L","1","Indicates whether the process element's value is a URI (hyperlink).","","TOOLPDEF","N","","","","","","2020-06-01T17:13:41.420Z"
"PROCESS.VAR.REFERENCE","","","","A","N","28","Database Type Reference","MEMOS","N","","","","","","","PRCSVARS","D","","","76","","28L","28","For process variables which are associated together, you, must give them a common name in this field to link them., For pointers (Q/X), a Data Element which is a key to the, file pointed to must be given.  No return links are, allowed.","","TOOLPDEF","Y","","1988-08-10","RGH","","","2020-06-01T17:13:41.467Z"
"PROCESS.VAR.REQUIRED","","","","A","N","3","Required","Y","N","","","","","","","PRCSVARS","","","","253","","3L","1","Indicates whether the process element's value is required.","","TOOLPDEF","N","","2011-03-22","WEP","","","2020-06-01T17:13:41.561Z"
"PROCESS.VAR.SIZE","","","","A","N","5","Size","","N","","","","","","","PRCSVARS","","","","257","MD0","5R","0","The maximum size of the variable","","TOOLPDEF","N","","2011-05-31","WEP","","","2020-06-01T17:13:41.701Z"
"PROCESS.VARIABLES","","","","A","N","28","Variable Name","","N","","","","","","","PRCSVARS","K","","","74","","28L","28","Processes may have variables declared which act like CDD, data elements.  These variables exist only in the process, any cannot be connected to any files.  They are of value, mostly for building temporary structures in batch processe","","TOOLPDEF","Y","","1988-08-10","RGH","","","2020-06-01T17:13:41.420Z"
"PROCESS.VERSION","","","","D","N","5","Version","2","N","","","","","","","","","","","254","MD0","5L","5","Used by Colleague Transactions to synchronize .Net Data Contracts with the , Envision code servicing the request.","","TOOLPDEF","N","","2011-03-22","WEP","","","2020-06-01T17:13:41.779Z"
"PROCESS.VIEW.PREFIXES","","","","L","N","10","","VIEW.","N","","","","","","","","","","","155","","10L","0","To allow a logical views of a file without having to, redefine large numbers of CDD elements you can use this, field to list prefixes that are added to existing, elements to create unique alternate names.","","TOOLPDEF","N","","1995-01-06","ALEX","","","2020-06-01T17:13:41.826Z"
"PROCESS.VL.UPDATE.MODE","","","","D","N","22","","R","N","","","","","","","","","","","158","","22L","1","Backwards compatibility mode for updating VL's in, windows","","TOOLPDEF","N","$VR.WINDOW.UPDATE.MODE","1995-02-13","RGH","","","2020-06-01T17:13:41.686Z"
"PROCESS.WEB.FORM.REFRESH","","","","D","N","3","Force Form Refresh","Y","N","","","","","","","","","","","235","","3L","3","Updates the PRCS.CTL field PRCS.CTL.WEB.FORM.REFRESH., This flag controls whether data is refreshed when a, web form is re-executed from BACK button use.","","TOOLPDEF","N","","2008-05-30","JLM","","","2020-06-01T17:13:42.076Z"
"PROGXREF.ADD.DATE","","","","D","","10","","","","","","","","","","","","","","5","","10L","1","","","PROGXREF","","","1991-09-20","RGH","","","2020-06-01T17:13:41.967Z"
"PROGXREF.FNAME","","","","K","","20","","","","","","","","","","","","","","0","","20L","20","","","PROGXREF","N","","1990-08-14","ALEX","","","2020-06-01T17:13:42.029Z"
"PROGXREF.RNAME","","","","K","","30","","","","","","","","","","","","","","0","","30L","30","","","PROGXREF","N","","1990-08-14","ALEX","","","2020-06-01T17:13:41.576Z"
"PROTOTYPE.PROCESS.FLAG","","","","D","N","1","Prototype Flag","","N","","","","","","","","","","","65","","1L","8","Y = Prototype process. Treat undefined fields as variables","","TOOLPDEF","N","","1987-08-27","RGH","","","2020-06-01T17:13:41.717Z"
"PURPOSE","","","","C","","59","Purpose","Brief description of a data element's use/purpose.","N","","","","","","","","","","","10","","59L","80","Brief description of a data element's use/purpose","","TOOLCDD","N","","1987-08-21","RGH","","","2020-06-01T17:13:41.701Z"
"PVW.DEMO","","","","P","","3","Include Element Demographics?","","","","","","","","","","","","","0","","3L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.717Z"
"PVW.EXPAND.INSERTS","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview Inserts Expansion flag","","","","","1988-05-11","SKIP","","","2020-06-01T17:13:41.654Z"
"PVW.FLD.DOC","","","","P","","3","Print File Fields Demographics (Y/N)","Y = Yes   N = No","","","","","","","","","","","","0","","3L","0","","","","","","1988-11-30","PJT","","","2020-06-01T17:13:41.451Z"
"PVW.FLD.HOK","","","","P","","3","XREF Precesses using each File Field Y/N","Y = Yes   N = No","","","","","","","","","","","","0","","3L","0","","","","","","1988-11-30","PJT","","","2020-06-01T17:13:42.029Z"
"PVW.HOOK","","","","P","","3","Include Element I/O and Hooks? (Y/N)","","","","","","","","","","","","","0","","3L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.717Z"
"PVW.LIST","","","","P","","23","SAVE-LIST Name","","","","","","","","","","","","","0","","23L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.873Z"
"PVW.NAME","","","","P","","28","CDD Element Name","","","","","","","","","","","","","0","","28L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.889Z"
"PVW.NULL","","","","P","","3","Print Template if No Data? (Y/N)","","","","","","","","","","","","","0","","3L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.545Z"
"PVW.OUT.PUT","","","","P","","14","","T","","","","","","","","","","","","0","","14L","0","","","","","","1988-11-30","PJT","","","2020-06-01T17:13:41.732Z"
"PVW.OUTP","","","","P","","14","Output to (T)erminal or (P)rinter","T","","","","","","","","","","","","0","","14L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.498Z"
"PVW.PRC.IMG","","","","P","","3","XREF Processes Subroutines using File","Y = Yes   N = No","","","","","","","","","","","","0","","3L","0","","","","","","1988-11-30","PJT","","","2020-06-01T17:13:41.811Z"
"PVW.PRC.NUL","","","","P","","3","Print Template if Null Data (Y/N)","Y = Yes   N = No","","","","","","","","","","","","0","","3L","0","Acts as a toggle switch (Yes/No) specifying whether, or not to print the template if there isn't any data.","","","","","1988-12-08","PJT","","","2020-06-01T17:13:41.857Z"
"PVW.PRNT.DOC","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview Print Documentation flag","","","","","1988-05-11","SKIP","","","2020-06-01T17:13:41.748Z"
"PVW.PRNT.ERROR","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview Print ERRMSG flag","","","","","1988-05-11","SKIP","","","2020-06-01T17:13:41.732Z"
"PVW.PRNT.FLD","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview Print Data Fields flag","","","","","1988-05-11","SKIP","","","2020-06-01T17:13:41.982Z"
"PVW.PRNT.HELP","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview Print Help Messages flag","","","","","1988-05-11","SKIP","","","2020-06-01T17:13:41.451Z"
"PVW.PRNT.SAMP","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview PRINT.SAMPLE flag, Y = Yes, N = No","","","","","1988-05-11","SKIP","","","2020-06-01T17:13:41.482Z"
"PVW.PRNT.SCRN","","","","P","","30","","Y","","","","","","","","","","","","0","","30L","0","Preview PRiNT.SCReeN flag, Y = Yes, N = No, D = Documentation, X = Print x's for Data, F = File Format","","","","$VR.PVW.PRNT.SCRN.TYPES","1988-05-11","SKIP","","","2020-06-01T17:13:41.857Z"
"PVW.TDOC","","","","P","","3","Include Element Technical Documentation?","","","","","","","","","","","","","0","","3L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.357Z"
"PVW.XPND","","","","P","","3","Expand the INSERTS? (Y/N)","","","","","","","","","","","","","0","","3L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.623Z"
"PVW.XREF","","","","P","","3","XREF Processes Referencing the Element?","","","","","","","","","","","","","0","","3L","0","","","","","","1988-12-15","PJT","","","2020-06-01T17:13:41.795Z"
"PX.CALL.LIST","","","","L","","30","","ABC","","","","","","","","","","","","1","","30L","30","","","PROGXREF","N","","1990-08-14","ALEX","","","2020-06-01T17:13:42.029Z"
"PX.CALL.POS","","","","L","","30","","ABC","","","","","","","","","","","","2","","30L","30","","","PROGXREF","N","","1990-08-14","ALEX","","","2020-06-01T17:13:41.795Z"
"PX.INS.LIST","","","","L","","40","","ABC","","","","","","","","","","","","3","","40L","40","","","PROGXREF","N","","1990-08-14","ALEX","","","2020-06-01T17:13:41.842Z"
"PX.INS.POS","","","","L","","40","","ABC","","","","","","","","","","","","4","","40L","40","","","PROGXREF","N","","1990-08-14","ALEX","","","2020-06-01T17:13:42.076Z"
"RDC.APPLICATION","","","","A","","5","Application","UT","","","","","","","","RDC.PROGS","D","","","1","","5L","5","Contains application to be initialized for data conversion","Application","RELCONV","N","","1990-07-12","STEVEN","","","2020-06-01T17:13:41.920Z"
"RDC.KEY","","","","K","","25","Data Conversion Key","MCS30.DATA.CONVERSIONS","","","","","","","","","","","","0","","25L","25","Contains key field to data conversion record in MCS.PARMS.","Data Conversion Key","RELCONV","N","","1990-07-12","STEVEN","","","2020-06-01T17:13:41.951Z"
"RDC.PROGRAM.DESCRIPTION","","","","A","","25","Conversion Program Description","","","","","","","","","RDC.PROGS","D","","","8","","25L","25","","","RELCONV","","","1991-01-15","ALEX","","","2020-06-01T17:13:42.061Z"
"RDC.PROGRAM.NAME","","","","A","","20","Conversion Program","CONVERT.RFSPECS","","","","","","","","RDC.PROGS","K","","","2","","20L","20","Contains program names to be used to convert data.","Program","RELCONV","N","","1990-07-12","STEVEN","","","2020-06-01T17:13:41.920Z"
"RDC.PROGRAM.TYPE","","","","A","","15","Program Type","A - Account","","","","","","","","RDC.PROGS","D","","","3","","15L","1","Contains a type code to identify this utility.","Program Type","RELCONV","N","$VR.UTILITY.TYPES","1990-07-12","STEVEN","","","2020-06-01T17:13:42.014Z"
"RDC.RUN.ACCOUNT","","","","A","","10","Run Account","COLLIVE","","","","","","","","RDC.PROGS","D","","","4","","10L","15","Contains account name where Release Conversion was run.","","RELCONV","N","","1990-06-25","STEVEN","","","2020-06-01T17:13:42.092Z"
"RDC.RUN.DATE","","","D","A","","8","Run Date","05/24/90","","","N","2","/","","","RDC.PROGS","D","","","5","D2/","8R","8","Contains date conversion was run on account.","","RELCONV","N","","1990-06-25","STEVEN","","","2020-06-01T17:13:41.311Z"
"RDC.RUN.TIME","","","T","A","","7","Run Time","05:23PM","","","N","1",":","","","RDC.PROGS","D","","","6","MTH","7L","7","Contains time conversion was run on account.","","RELCONV","N","","1990-06-25","STEVEN","","","2020-06-01T17:13:41.342Z"
"RDC.RUN.TIME.TOTAL","","","T","A","","8","Total Time","02:23:18","","","Y","2",":","","","RDC.PROGS","D","","","7","MTS","8L","8","Contains total Time it took to run the conversion on acct.","","RELCONV","N","","1990-06-25","STEVEN","","","2020-06-01T17:13:41.389Z"
"READ.COUNT","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""READ"", (vlScrcioMioReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioMioCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","I","","4","","","","","","","","","","","","","","0","","4R","0","Displays the number of calls to @MIO.READ.RECORD.","","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.670Z"
"READ.RDOT.COUNT","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""READ"", (vlScrcioRdotReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioRdotCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","I","","4","","","","","","","","","","","","","","0","","4R","0","Displays number of calls to @MIO.READ.RECORD.","READ Count","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.936Z"
"RECORD.DELIVERY.OPTION","","","","D","N","20","Record Delivery Options","O Overwrite","N","","","","","","","","","","","75","","20L","1","Special service needed in delivering a file to a release, such as overwriting or clearfiles","","TOOLFILE","N","$VR.RECORD.DELIVERY.OPTIONS","1991-01-15","RGH","","","2020-06-01T17:13:41.951Z"
"RELATION.FILE.NAME","","","","D","","20","Relation/Join File Name","","","","","","","","","","","","","41","","20L","25","Name of file relating this element with key to its file","","TOOLCDD","N","","1987-11-03","RGH","","","2020-06-01T17:13:41.951Z"
"RELFILE.KEYBUILD.STRATEGY","","","","T","","60","Join File Key Routine","","","","","","","","","","","","","42","","60L","50","Key or code which determines the key to a relation file","","TOOLCDD","N","","1987-11-03","RGH","","","2020-06-01T17:13:41.576Z"
"REPETITIVE.ENTRY.ALLOWED","","","","D","N","1","Allow Multiple Iterations","","N","","","","","","","","","","","39","","1L","3","Y = repeat this process whenever <UPDATE> is selected","","TOOLPDEF","N","","1987-08-27","RGH","","","2020-06-01T17:13:41.951Z"
"REPORT.DATA.HEADING.FIELD","","","","A","","28","Report Data Heading Field","","N","","","","","","","BPRCSELM","D","","","215","","28L","28","This information is only valid for a report data field., In that case it is the name of another report field that, is a data header and is used to link the two together.","Report Data Heading Field","BPRCSDEF","N","","2002-05-15","AGG","","","2020-06-01T17:13:41.873Z"
"REPORT.FIELD.COL","","","N","A","","3","Column","3","","","N","0","N","N","","BPRCSELM","D","","","19","MD0","3R","2","The number in this field determines the order of fields, in a logical print line. A '1' indicates the first field, in a line, a 2 the second, etc.","Col","BPRCSDEF","N","","1989-04-10","RGH","","","2020-06-01T17:13:41.311Z"
"REPORT.FIELD.JUSTIFICATION","","","","A","","10","Justification","Right","","","","","","","","BPRCSELM","D","","","17","","10L","2","A report field's column is justified in the center, right, or left portions of its zone. Specifying a justification, code here will override the contents of the CDD justifctn.","Just","BPRCSDEF","Y","$VR.REPORT.JUSTIFICATIONS","1989-04-10","RGH","","","2020-06-01T17:13:42.061Z"
"REPORT.FIELD.LINE","","","N","A","","2","Line","1","","","N","0","N","N","","BPRCSELM","D","","","18","MD0","2R","2","This is the logical line number of the area that this, field appears in (like line 3 of the header)","Line","BPRCSDEF","N","","1989-04-10","RGH","","","2020-06-01T17:13:41.545Z"
"REPORT.FIELD.SYNONYM","","","","A","","28","Report Field Synonym","","N","","","","","","","BPRCSELM","D","","","214","","28L","28","This is an override for the actual element name.  It, is used by report processes that need an unique tag, that identifies a data element.  It would usually be, used to map a VAR type field to an actual data element.","Report Field Synonym","BPRCSDEF","N","","2002-05-15","AGG","","","2020-06-01T17:13:42.045Z"
"REPORT.FIELD.WIDTH","","","N","A","","3","Display Size","10","","","N","0","N","N","","BPRCSELM","D","","","16","MD0","3R","4","The number found here will guarantee a report field to, be that size.  If left null, the size will be the greater, of the CDD size or the column header from PRCS.DEF or CDD.","Size","BPRCSDEF","N","","1989-04-10","RGH","","","2020-06-01T17:13:41.467Z"
"REPORT.HEADER","","","","T","","50","Report Header","","","","","","","","","","","","","9","","50L","0","A string to be used in reports (if different from field name","","TOOLCDD","","","1987-08-21","RGH","","","2020-06-01T17:13:41.436Z"
"REPORT.LEFT.MARGIN","","","N","D","","2","[Left Margin]","5","N","","N","0","N","N","","","","","","52","MD0","2R","3","This is the guaranteed minimum left margin a report will, have.","Lft","BPRCSDEF","","","1989-04-10","RGH","","","2020-06-01T17:13:41.639Z"
"REPORT.OUTPUT.EDIT","","","","A","","72","","OUTPUT.DATA=OCONV(DATE()+1,'D2/')","","","","","","","","BPRCSELM","D","","","46","","72L","72","This field contains either BASIC code or references to, insert modules to be used in further modifying OUTPUT.DATA, before sending it to a report line.","Output Processing","BPRCSDEF","","","1989-04-17","RGH","","","2020-06-01T17:13:41.357Z"
"REPORT.TYPE","","","","D","","20","Report Type","Header","N","","","","","","","","","","","90","","20L","1","This flag indicates that a batch process sends data to, a printer.  The code in the flag indicates what formatting, algorhythm should be used: (V)ariable or (F)ixed.","","BPRCSDEF","","$VR.REPORT.TYPES","1989-04-10","RGH","","","2020-06-01T17:13:41.311Z"
"RPT.BREAK.INDEX","","","N","A","","2","","3","","","N","0","N","N","","BPRCSELM","D","","","98","MD0","2R","2","","","BPRCSDEF","","","1989-04-11","RGH","","","2020-06-01T17:13:41.920Z"
"RPT.COL.HDR.CNTRL.LN","","","N","D","","1","Controlling COLUMN DATA Line","2","","","N","0","N","N","","","","","","109","MD0","1R","2","This nominates a data line other than data line #1 to, provide the width, min-sep and justif specs for the, column header's format","","BPRCSDEF","","","1989-04-27","RGH","","","2020-06-01T17:13:41.779Z"
"RPT.COLUMN.HEADER.LINES","","","N","D","","2","Number of COLUMN HEADER Lines","2","","","N","0","N","N","","","","","","93","MD0","2R","2","This is the number of lines to be reserved for the column, header area of a report","ColH","BPRCSDEF","","","1989-04-10","RGH","","","2020-06-01T17:13:41.779Z"
"RPT.CONSTANT.COL","","","N","A","","3","Column","2","","","N","0","N","N","","RPTEXT","D","","","27","MD0","3R","3","This is the logical column number where a text string, constant is to appear in a report given report area/zone","Col","BPRCSDEF","","","1989-04-11","RGH","","","2020-06-01T17:13:41.357Z"
"RPT.CONSTANT.LINE","","","N","A","","3","","2","","","N","0","N","N","","RPTEXT","D","","","26","MD0","3R","3","This is the logical line number where this string is to, be placed within its report area or zone.","Line","BPRCSDEF","","","1989-04-19","RGH","","","2020-06-01T17:13:42.045Z"
"RPT.CONSTANT.TEXT","","","","A","","72","Text String","Budget to Actual Report","","","","","","","","RPTEXT","D","","","25","","72L","72","This is where free form string constants are stored., This field is similar to the text fields for screens","Report Constants","BPRCSDEF","","","1989-04-11","RGH","","","2020-06-01T17:13:41.936Z"
"RPT.CONSTANT.USAGE","","","","A","","15","Use","Header","","","","","","","","RPTEXT","K","","","28","","15L","2","This indicates which zone a text string goes in.","Use","BPRCSDEF","","$VR.REPORT.FIELD.USAGES","1989-04-19","RGH","","","2020-06-01T17:13:41.920Z"
"RPT.DATA.LINES","","","N","D","","2","Number of COLUMN DATA Lines","1","","","N","0","N","N","","","","","","94","MD0","2R","2","This is the number of physical lines to be printed each, time a logical print line is ready (via PRINT_DETAIN)","Data","BPRCSDEF","","","1989-04-10","RGH","","","2020-06-01T17:13:41.951Z"
"RPT.FLD.COL.HEADING","","","","A","","50","Field Column Heading","Allocated Budget","","","","","","","","BPRCSELM","D","","","97","","50L","50","These are the string expressions which comprise the data, column's header.  Lines are subvalued in the PRCS.DEF, record.","Fld Col Header","BPRCSDEF","","","1989-04-17","RGH","","","2020-06-01T17:13:41.826Z"
"RPT.FLD.MIN.SEP","","","N","A","","2","Sep","2","","","N","0","N","N","","BPRCSELM","D","","","100","MD0","2R","2","This is the minimum number of spaces to put between this, column and the column to its right.","Sep","BPRCSDEF","","","1989-04-11","RGH","","","2020-06-01T17:13:41.420Z"
"RPT.FLD.TOT.HDR.LVLS","","","N","A","","2","Column Total Header Levels","4","","","N","0","N","N","","BPRCSELM","D","","","106","MD0","2R","2","This is a list of total level on which a total header is, to be used. Allows reuse of the same spec in various level","Lvls","BPRCSDEF","","","1989-04-20","RGH","","","2020-06-01T17:13:41.482Z"
"RPT.FLD.TOT.HEADING","","","","A","","50","","\U","","","","","","","","BPRCSELM","D","","","101","","50L","50","","","BPRCSDEF","","","1989-04-17","RGH","","","2020-06-01T17:13:41.748Z"
"RPT.FLD.USAGE","","","","A","","12","Use","Header","","","","","","","","BPRCSELM","D","","","20","","12L","2","","","BPRCSDEF","","$VR.REPORT.FIELD.USAGES","1989-04-11","RGH","","","2020-06-01T17:13:41.764Z"
"RPT.FOOTER.LINES","","","N","D","","2","Number of FOOTER Lines","2","","","N","0","N","N","","","","","","92","MD0","2R","2","This is the number of lines to be reserved for a report's, footer","Ftr","BPRCSDEF","","","2004-04-09","AGG","","","2020-06-01T17:13:41.920Z"
"RPT.HEADER.LINES","","","","D","","2","Number of HEADER Lines","4","","","","","","","","","","","","91","","2R","2","This is the number of lines to be reserved for a variable, report's primary header.","Hdr","BPRCSDEF","","","1989-04-10","RGH","","","2020-06-01T17:13:41.373Z"
"RPT.SUBTOTAL.INDEX","","","N","A","","2","Total","1","","","N","0","N","N","","BPRCSELM","D","","","99","MD0","2R","2","","STX","BPRCSDEF","","","1989-04-11","RGH","","","2020-06-01T17:13:42.076Z"
"RPT.TEXT.JUST","","","","A","","12","Jst","Right","","","","","","","","RPTEXT","D","","","29","","12L","2","","TxJ","BPRCSDEF","","$VR.REPORT.JUSTIFICATIONS","1989-04-11","RGH","","","2020-06-01T17:13:41.873Z"
"RPT.TOP.MARGIN","","","N","D","","2","[Top Margin]","3","","","N","0","N","N","","","","","","51","MD0","2R","3","This is the number of blank lines which preceed the, primary header.","Top","BPRCSDEF","","","1989-04-10","RGH","","","2020-06-01T17:13:41.623Z"
"RPT.TOT.PAGE.BRK","","","","A","","3","Page Break","Yes","","","","","","","","RPTOTLS","D","","","107","","3L","1","Flag to indicate whether a page break occurs when this, total level is printed. 'Y' indicates break should occur.","PgBrk","BPRCSDEF","","$VR.PAGE.EJECT.TYPES","1989-04-29","RGH","","","2020-06-01T17:13:41.717Z"
"SAVE.COUNT","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""SAVE"", (vlScrcioMioReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioMioCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","I","","4","","","","","","","","","","","","","","0","","4R","0","Displays the number of instances where and R-dot is, assigned to a variable.","SAVE Count","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.951Z"
"SCE.FROM.FILES","","","","L","","30","","","N","","","","","","","","","","","99","","30L","30","Identifies the file that the CDD element is from for, computed element subroutines.","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.311Z"
"SCE.LINK.ATTRS","","","","L","","30","","INV.PERSON.ID*INV.AR.TYPE","","","","","","","","","","","","100","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.764Z"
"SCE.LINK.SUBRS","","","","L","","30","","S.LINK.INVOICES","","","","","","","","","","","","101","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.529Z"
"SCE.RECALC.FLAG.FIELD","","","","D","","3","","","N","","","","","","","","","","","95","","3L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.389Z"
"SCE.STATUS.FLAG","","","","D","","3","","Y","N","","","","","","","","","","","93","","3L","3","The computed.element_F field in the record holds the, 'Dirty Flag' value.  An _F status of 'Y'es indicates , that one of the defined 'Triggers' for this element, has changed values since the last time the field was, calculated.  The trigger elements may include any or, all subroutine argument values and any elements used, by the subroutine., If any of the defined triggers have changed, this flag, is set to 'Y' and forces a re-calculation of the element.","","TOOLCDD","","$VR.STORED.VF.STATUSES","2001-09-26","BJC","","","2020-06-01T17:13:41.904Z"
"SCE.SUBR.ARGS","","","","L","","30","","A.ID","N","","","","","","","","","","","96","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:42.061Z"
"SCE.SUBR.NAME","","","","D","","30","","S.GET.DIRTY.GRADES","","","","","","","","","","","","94","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.545Z"
"SCE.SUBR.SOURCES","","","","L","","30","","LAST.NAME","N","","","","","","","","","","","97","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.357Z"
