"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"SCE.TO.FILES","","","","L","","30","","RELATIONS","N","","","","","","","","","","","102","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.904Z"
"SCE.TRIGGER.CDDS","","","","L","","30","","INV.PERSON.ID","N","","","","","","","","","","","98","","30L","30","","","TOOLCDD","","","2001-09-26","BJC","","","2020-06-01T17:13:41.514Z"
"SCM.BUILD.INFO.ID","","","","K","N","15","","","N","","","","","","","","","","","0","","15L","0","","","SCM.BUILD.INFO","N","","2005-02-28","KAD","","","2020-06-01T17:13:41.404Z"
"SCMB.APPLICATIONS","","","","A","N","5","","CORE","N","","","","","","","SCMB.APPL.DETAILS","K","","","1","","5L","5","List of Envision applications for an SCM-enabled build, environment.","","SCM.BUILD.INFO","N","","2005-02-28","KAD","","","2020-06-01T17:13:41.764Z"
"SCMB.AUTOBLD.ENABLED","","","","D","N","7","Auto Builds Enabled","Y","N","","","","","","","","","","","23","","7L","0","If this is set to 'Y', it means that the autobld, process is enabled to run","","SCM.BUILD.INFO","N","","2007-08-16","LNG","","","2020-06-01T17:13:41.842Z"
"SCMB.BASE.RELEASE","","","","D","N","29","","COLL1805*02","N","","","","","","","","","","","30","","29L","0","Default base release value for new release packages","Base Release","SCM.BUILD.INFO","N","","2008-01-08","SAM1","","","2020-06-01T17:13:41.967Z"
"SCMB.BUILD.PASSWORD","","","","D","N","25","Build Password","georgieporgy123","N","","","","","","","","","","","12","","25L","0","The one password that will be the same for all 'pieces' of the build., This is stored encrypted, so it should be decrypted before use, as a password.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.732Z"
"SCMB.BUILD.USERID","","","","D","N","12","Build UserID","cmbuilder","N","","","","","","","","","","","11","","12L","0","The automated build should run as its own user ID. This, is used to log into the system.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.670Z"
"SCMB.BUILD.WORKSETS","","","","A","N","20","","COLL18_MAIN","N","","","","","","","SCMB.APPL.DETAILS","D","","","4","","20L","20","Dim workset for derived items created during build.","","SCM.BUILD.INFO","N","","2005-02-28","KAD","","","2020-06-01T17:13:41.576Z"
"SCMB.CLEAR.LOG.FILE","","","N","D","N","3","Clear Log Files Days","12","N","","N","0","N","N","","","","","","17","MD0","3R","0","After this number of days, the automated build log, files will be cleared out by the garbage collector.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.529Z"
"SCMB.CLEAR.TEMP.FILES","","","N","D","N","3","Clear Temp Files Days","2","N","","N","0","N","N","","","","","","16","MD0","3R","0","The garbage collector will clear away all of the, temporary files created udirng an automated build run, after this number of days.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.936Z"
"SCMB.COMO.LINES.RET","","","N","D","N","3","Como Lines Returned","20","N","","N","0","N","N","","","","","","20","MD0","3R","0","This is the number of lines you want returned out of, the phantom's como file when an error is encountered., This will default to 20 if this field is null.","","SCM.BUILD.INFO","N","","2007-05-08","LNG","","","2020-06-01T17:13:41.873Z"
"SCMB.CREATE.FS.BASELINE","","","","D","N","3","","","N","","","","","","","","","","","6","","3R","3","The purpose of this CDD element is to allow users to, set the SCMB.CREATE.FS.BASELINE flag to (Y)es if the, FS release baseline must be created, otherwise set the, flag to (N)o.","","SCM.BUILD.INFO","N","","2006-12-07","SXH","","","2020-06-01T17:13:41.529Z"
"SCMB.DESIGN.PARTS","","","","A","N","10","","COLL","N","","","","","","","SCMB.APPL.DETAILS","D","","","2","","10L","10","Parent design part for applications in build env.","","SCM.BUILD.INFO","N","","2005-02-28","KAD","","","2020-06-01T17:13:41.795Z"
"SCMB.DEV.WORKSETS","","","","A","N","20","","COLL18_MAIN","N","","","","","","","SCMB.APPL.DETAILS","D","","","3","","20L","20","Dim workset in which development took place for appl.","","SCM.BUILD.INFO","N","","2005-02-28","KAD","","","2020-06-01T17:13:41.404Z"
"SCMB.ENV.UNIQUE.ID","","","","D","N","5","","12345","N","","","","","","","","","","","25","","5R","0","","","SCM.BUILD.INFO","N","","2007-09-21","LNG","","","2020-06-01T17:13:41.311Z"
"SCMB.IS.TEST.ENV","","","","D","N","10","Build Env Name","coll1805bld","N","","","","","","","","","","","24","","10L","0","","","SCM.BUILD.INFO","N","","2007-09-21","LNG","","","2020-06-01T17:13:41.826Z"
"SCMB.MANUAL.CONTACT","","","","L","N","12","Manual Bld E-mail","cmo","N","","","","","","","","","","","14","","12L","0","When special build instructions are detected, it, indicates that a manual build will have to be done., If this is the case, the person or list of people, in this field will be notified via e-mail.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.936Z"
"SCMB.MANUAL.PREREQ.DESC","","","","A","N","50","Manual pre-req description","New Env Generator","N","","","","","","","SCMB.MANUAL.PREREQS","D","","","27","","50L","0","","","SCM.BUILD.INFO","N","","2007-12-01","SAM1","","","2020-06-01T17:13:41.748Z"
"SCMB.MANUAL.PREREQ.SU","","","","A","N","25","Pre-req SU ID","SU12345.67-1805*05","N","","","","","","","SCMB.MANUAL.PREREQS","K","","","26","","25L","0","","","SCM.BUILD.INFO","N","","2007-12-01","SAM1","","","2020-06-01T17:13:42.092Z"
"SCMB.MANUAL.PREREQ.SUBR","","","","A","N","30","Subr limit for pre-req usage","","N","","","","","","","SCMB.MANUAL.PREREQS","D","","","28","","30L","0","","","SCM.BUILD.INFO","N","","2007-12-01","SAM1","","","2020-06-01T17:13:41.357Z"
"SCMB.MASTER.CONTACT","","","","L","N","12","","vpq","N","","","","","","","","","","","13","","12L","0","When issues arise during a build, or when a build, completes, someone needs to be notified. This is the, person or list of people responsible for these builds.","Master Bld E-mail","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.701Z"
"SCMB.OTHER.CONTACT","","","","L","N","12","Other Bld E-mail","jjb","N","","","","","","","","","","","15","","12L","0","This is yet another person or group of people to, e-mail about build issues.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:42.076Z"
"SCMB.POOL.SIZE","","","N","D","N","3","Pool Size","5","N","","N","0","N","N","","","","","","9","MD0","3R","0","The automated build process needs to be limited on the, number of simultaneous builds it can 'kick-off'. This, limit is called the build pool size.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.529Z"
"SCMB.PRIMARY","","","","D","N","3","Primary Platform","Y","N","","","","","","","","","","","10","","3L","0","Only one platform can be designated as the platform on, which a build should start-up and progress to the point, of creating a baseline before all of the other, platforms can start their own builds.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.904Z"
"SCMB.READ.BLDST.RETRIES","","","N","D","N","3","Read BLDST Retries","","N","","N","0","N","N","","","","","","18","MD0","3R","3","Specifies the number of retry attempts when encountering a lock after, trying to readu a BUILD.STATUS or BUILD.STEP.STATUS record.  Each retry, will be attempted after sleeping for a duration specified in, SCMB.BLDST.SLEEP.","","SCM.BUILD.INFO","N","","2007-05-04","BMA","","","2020-06-01T17:13:41.967Z"
"SCMB.READ.BLDST.SLEEP","","","N","D","N","3","Read BLDST Sleep","","N","","N","0","N","N","","","","","","19","MD0","3R","3","Specifies the number of seconds to sleep before attempting another, readu of BUILD.STATUS or BUILD.STEP.STATUS after encountering a lock on, a previous attempt.  Retry the specified amount of times in, SCMB.BLDST.RETRIES and sleep the amount of seconds stored in this field, before trying again.","","SCM.BUILD.INFO","N","","2007-05-04","BMA","","","2020-06-01T17:13:41.967Z"
"SCMB.READY.TO.BUILD.SLEEP","","","N","D","N","7","Build Manager Sleep","300","N","","N","0","N","N","","","","","","7","MD0","7R","0","The number of seconds to sleep between rounds of, checking Dimensions for additional release packages to, build.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.373Z"
"SCMB.RPKG.VERSION","","","","D","N","8","","1805","N","","","","","","","","","","","29","","8L","0","RPKG_VERSION value for creating release packages","Version","SCM.BUILD.INFO","N","","2008-01-08","SAM1","","","2020-06-01T17:13:41.717Z"
"SCMB.SERENA.PASSWORD","","","","D","N","25","","","N","","","","","","","","","","","22","","25L","0","","","SCM.BUILD.INFO","N","","2007-08-13","LNG","","","2020-06-01T17:13:41.795Z"
"SCMB.SERENA.USERID","","","","D","N","6","","","N","","","","","","","","","","","21","","6L","0","","","SCM.BUILD.INFO","N","","2007-08-13","LNG","","","2020-06-01T17:13:41.436Z"
"SCMB.STEP.SLEEP","","","N","D","N","7","Step Sleep","60","N","","N","0","N","N","","","","","","8","MD0","7R","0","Number of seconds to sleep before checking whether a, process has completed yet or not.","","SCM.BUILD.INFO","N","","2007-04-06","LNG","","","2020-06-01T17:13:41.529Z"
"SCMB.SU.AVAIL.EMAIL","","","","D","N","50","SU available notification address","myemail","N","","","","","","","","","","","31","","50L","0","The contact listed here will be included in build completion emails, when it has been determined that the build has completed all of the, necessary steps such that a build is available for download in the, DPR.  The notification is sent from the primary build environment.","","SCM.BUILD.INFO","N","","2008-01-30","SAM1","","","2020-06-01T17:13:41.326Z"
"SCRCIO.APPLICATION","","","","D","","5","","","","","","","","","","","","","","17","","5L","30","","","SCAN.CODE.RESULTS","","","2002-05-02","SRM","","","2020-06-01T17:13:41.654Z"
"SCRCIO.CALL.COUNT","","","","D","","10","","","","","","","","","","","","","","15","","10R","5","","","SCAN.CODE.RESULTS","","","2002-05-01","SRM","","","2020-06-01T17:13:41.811Z"
"SCRCIO.CIO.READY","","","","D","","3","","","","","","","","","","","","","","2","","3L","1","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:42.045Z"
"SCRCIO.COMPLEXITY","string xResult1; , xResult1 = SCalcScrComplexity(vScrcioProcessId, vScrcioProcessType, vScrcioCioReady, vScrcioUsesMio, vScrcioRequiresRewrite, (vlScrcioRdotReason).ToDelimitedString((253).Char()), (vlScrcioRdotCount).ToDelimitedString((253).Char()), (vlScrcioMioReason).ToDelimitedString((253).Char()), (vlScrcioMioCount).ToDelimitedString((253).Char()), vScrcioCallCount, vScrcioUsesUdtIo);, return xResult1;","","","I","","6","","","","","","","","","","","","","","0","","6R","0","Displays the relative complexity of the changes needed.","Complexity","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.529Z"
"SCRCIO.COUNTER","int xResult1; , xResult1 = 1;, return (string)xResult1;","","","I","","10","","","","","","","","","","","","","","0","","10R","0","Used by counter.","","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.451Z"
"SCRCIO.ESTIMATE","string xResult1; , xResult1 = SCalcEstimates(vScrcioProcessId, vScrcioSize, vScrcioComplexity, vScrcioRisk, vScrcioProcessType, vScrcioCioReady, vScrcioUsesMio, vScrcioRequiresRewrite, (vlScrcioRdotReason).ToDelimitedString((253).Char()), (vlScrcioRdotCount).ToDelimitedString((253).Char()), (vlScrcioMioReason).ToDelimitedString((253).Char()), (vlScrcioMioCount).ToDelimitedString((253).Char()), vScrcioCallCount, vScrcioUsesUdtIo);, return xResult1;","","","I","","6","","","","","","","","","","","","","","0","","6R","0","Displays an estimate (in minutes) to convert the, process to columnar IO.","Estimate in Minutes","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.639Z"
"SCRCIO.FILE.NAME","","","","D","","25","File Name","CORE.PRCS.DEF","N","","","","","","","","","","","18","","25L","30","April 26 2004  06:23pm  TXE, This field will contain the name of the file that was scanned., This will be appl.PRCS.DEF for regular application processes, but, it could also be the name of a directory which contains non-envision, processes.","File Name","SCAN.CODE.RESULTS","","","2004-04-26","TXE","","","2020-06-01T17:13:41.951Z"
"SCRCIO.MIO.CDD.NAME","","","","A","","40","","","N","","","","","","","SCR.MIO.REASONS","D","","","24","","40L","2000","Holds name of insert where problem was found; sub-value, associated with INSERT and code segment fields","","SCAN.CODE.RESULTS","","","2007-01-12","KMF","","","2020-06-01T17:13:41.561Z"
"SCRCIO.MIO.CODE.SEGMENT","","","","A","","80","","","N","","","","","","","SCR.MIO.REASONS","D","","","25","","80L","2000","Captures the code segment that was identified as having a problem;, data in this field is sub-value delimited to capture all segments of, code that had a problem; the number of sub-values stored with match the, number in the associated COUNT field.","","SCAN.CODE.RESULTS","","","2007-01-12","KMF","","","2020-06-01T17:13:42.014Z"
"SCRCIO.MIO.COUNT","","","","A","","6","","","","","","","","","","SCR.MIO.REASONS","D","","","13","","6R","5","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:41.701Z"
"SCRCIO.MIO.HOOK.NAME","","","","A","","20","","","","","","","","","","SCR.MIO.REASONS","D","","","14","","20L","80","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:42.061Z"
"SCRCIO.MIO.INSERT.NAME","","","","A","","80","","","N","","","","","","","SCR.MIO.REASONS","D","","","23","","80L","2000","Holds name of insert where problem was found; sub-value, associated with CDD and code segment fields","","SCAN.CODE.RESULTS","","","2007-01-12","KMF","","","2020-06-01T17:13:42.045Z"
"SCRCIO.MIO.REASON","","","","A","","5","","","","","","","","","","SCR.MIO.REASONS","K","","","11","","5L","50","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:41.545Z"
"SCRCIO.MIO.REASON.CTRL","","","","A","","50","","","N","","","","","","","SCR.MIO.REASONS","K","","","34","","50L","80","Unique controller for SCRCIO.MIO.REASONS association","","SCAN.CODE.RESULTS","","","2007-01-15","KMF","","","2020-06-01T17:13:41.467Z"
"SCRCIO.MIO.TYPE","","","","A","","20","","","","","","","","","","SCR.MIO.REASONS","D","","","12","","20L","50","","","SCAN.CODE.RESULTS","","","2002-04-30","SRM","","","2020-06-01T17:13:41.342Z"
"SCRCIO.MODULES","","","","I","","4","","","","","","","","","","","","","","0","","4L","0","Modules for the given process.","Modules","SCAN.CODE.RESULTS","","","2003-04-29","TXE","","","2020-06-01T17:13:41.654Z"
"SCRCIO.PROCESS.ID","","","","K","","32","","","N","","","","","","","","","","","0","","32L","50","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:41.779Z"
"SCRCIO.PROCESS.TYPE","","","","D","","1","","","","","","","","","","","","","","1","","1L","2","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:41.936Z"
"SCRCIO.RDOT.CDD.NAME","","","","A","","40","","","N","","","","","","","SCR.RDOT.REASONS","D","","","21","","40L","2000","Holds name of insert where problem was found; sub-value, associated with INSERT and code segment fields","","SCAN.CODE.RESULTS","","","2007-01-12","KMF","","","2020-06-01T17:13:41.561Z"
"SCRCIO.RDOT.CODE.SEGMENT","","","","A","","80","","","N","","","","","","","SCR.RDOT.REASONS","D","","","22","","80L","2000","Captures the code segment that was identified as having a problem;, data in this field is sub-value delimited to capture all segments of, code that had a problem; the number of sub-values stored with match the, number in the associated COUNT field.","","SCAN.CODE.RESULTS","","","2007-01-12","KMF","","","2020-06-01T17:13:41.732Z"
"SCRCIO.RDOT.COUNT","","","","A","","6","","","","","","","","","","SCR.RDOT.REASONS","D","","","9","","6R","5","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:42.045Z"
"SCRCIO.RDOT.HOOK.NAME","","","","A","","20","","","","","","","","","","SCR.RDOT.REASONS","D","","","10","","20L","80","","","SCAN.CODE.RESULTS","","","2002-04-29","SRM","","","2020-06-01T17:13:41.373Z"
"SCRCIO.RDOT.INSERT.NAME","","","","A","","80","","","N","","","","","","","SCR.RDOT.REASONS","D","","","20","","80L","2000","Holds name of insert where problem was found; sub-value, associated with CDD and code segment fields","","SCAN.CODE.RESULTS","","","2007-01-12","KMF","","","2020-06-01T17:13:41.529Z"
